torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.807199732922774,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.6861702127659575,0.729346577254111,188
torch.Size([449, 128]),0.7180851063829787,0.7585119025473397,188
torch.Size([449, 128]),0.7180851063829787,0.7983399172294218,188
torch.Size([449, 128]),0.6914893617021277,0.7213662707845269,188
torch.Size([449, 128]),0.7287234042553191,0.803108331885559,188
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.807199732922774,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.6861702127659575,0.729346577254111,188
torch.Size([449, 128]),0.7180851063829787,0.7585119025473397,188
torch.Size([449, 128]),0.7180851063829787,0.7983399172294218,188
torch.Size([449, 128]),0.6914893617021277,0.7213662707845269,188
torch.Size([449, 128]),0.7287234042553191,0.803108331885559,188
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.8071901338565712,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.807199732922774,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.807199732922774,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.6861702127659575,0.729346577254111,188
torch.Size([449, 128]),0.7180851063829787,0.7585119025473397,188
torch.Size([449, 128]),0.7180851063829787,0.7983399172294218,188
torch.Size([449, 128]),0.6914893617021277,0.7213662707845269,188
torch.Size([449, 128]),0.7287234042553191,0.803108331885559,188
torch.Size([449, 128]),0.7248677248677249,0.7583187539360887,189
torch.Size([449, 128]),0.7195767195767195,0.7750435758625966,189
torch.Size([449, 128]),0.708994708994709,0.763475390602628,189
torch.Size([449, 128]),0.746031746031746,0.807199732922774,189
torch.Size([449, 128]),0.6968085106382979,0.7801595387061621,188
torch.Size([449, 128]),0.6861702127659575,0.729346577254111,188
torch.Size([449, 128]),0.7180851063829787,0.7585119025473397,188
torch.Size([449, 128]),0.7180851063829787,0.7983399172294218,188
torch.Size([449, 128]),0.6914893617021277,0.7213662707845269,188
torch.Size([449, 128]),0.7287234042553191,0.803108331885559,188
