,pr,rec,thres
0,0.5013333333333333,1.0,0.02399778738617897
1,0.5,0.9946808510638298,0.10927068442106247
2,0.49865951742627346,0.9893617021276596,0.14958752691745758
3,0.5,0.9893617021276596,0.16578462719917297
4,0.5013477088948787,0.9893617021276596,0.16703802347183228
5,0.5027027027027027,0.9893617021276596,0.16739892959594727
6,0.5040650406504065,0.9893617021276596,0.19049036502838135
7,0.5054347826086957,0.9893617021276596,0.19496196508407593
8,0.5040871934604905,0.9840425531914894,0.20268979668617249
9,0.5027322404371585,0.9787234042553191,0.21074485778808594
10,0.5041095890410959,0.9787234042553191,0.21190308034420013
11,0.5054945054945055,0.9787234042553191,0.2169693112373352
12,0.5068870523415978,0.9787234042553191,0.22381386160850525
13,0.5082872928176796,0.9787234042553191,0.22644226253032684
14,0.5096952908587258,0.9787234042553191,0.24061690270900726
15,0.5111111111111111,0.9787234042553191,0.24235868453979492
16,0.5097493036211699,0.973404255319149,0.24313686788082123
17,0.5111731843575419,0.973404255319149,0.25131872296333313
18,0.5126050420168067,0.973404255319149,0.25147750973701477
19,0.5140449438202247,0.973404255319149,0.25216588377952576
20,0.5154929577464789,0.973404255319149,0.2559627592563629
21,0.5169491525423728,0.973404255319149,0.26156672835350037
22,0.5155807365439093,0.9680851063829787,0.26214274764060974
23,0.5170454545454546,0.9680851063829787,0.27132144570350647
24,0.5185185185185185,0.9680851063829787,0.27147072553634644
25,0.5171428571428571,0.9627659574468085,0.2722819447517395
26,0.5186246418338109,0.9627659574468085,0.2726399302482605
27,0.5201149425287356,0.9627659574468085,0.2753821909427643
28,0.521613832853026,0.9627659574468085,0.27715516090393066
29,0.523121387283237,0.9627659574468085,0.2773042917251587
30,0.5246376811594203,0.9627659574468085,0.2838744521141052
31,0.5261627906976745,0.9627659574468085,0.28465735912323
32,0.5247813411078717,0.9574468085106383,0.28468596935272217
33,0.5263157894736842,0.9574468085106383,0.2868472635746002
34,0.5278592375366569,0.9574468085106383,0.28963714838027954
35,0.5294117647058824,0.9574468085106383,0.29577064514160156
36,0.5309734513274337,0.9574468085106383,0.2962435483932495
37,0.5295857988165681,0.9521276595744681,0.2982218265533447
38,0.5281899109792285,0.9468085106382979,0.3096337914466858
39,0.5267857142857143,0.9414893617021277,0.31087982654571533
40,0.5283582089552239,0.9414893617021277,0.31269264221191406
41,0.5299401197604791,0.9414893617021277,0.3127906322479248
42,0.5285285285285285,0.9361702127659575,0.3128892779350281
43,0.5301204819277109,0.9361702127659575,0.31642860174179077
44,0.5317220543806647,0.9361702127659575,0.3186156451702118
45,0.5333333333333333,0.9361702127659575,0.3193168342113495
46,0.5349544072948328,0.9361702127659575,0.32082927227020264
47,0.5335365853658537,0.9308510638297872,0.32101690769195557
48,0.5351681957186545,0.9308510638297872,0.32329440116882324
49,0.5368098159509203,0.9308510638297872,0.32943788170814514
50,0.5384615384615384,0.9308510638297872,0.33010637760162354
51,0.5370370370370371,0.925531914893617,0.33036452531814575
52,0.5386996904024768,0.925531914893617,0.3329832851886749
53,0.5372670807453416,0.9202127659574468,0.3364020586013794
54,0.5389408099688473,0.9202127659574468,0.3372803032398224
55,0.5375,0.9148936170212766,0.3393417298793793
56,0.5391849529780565,0.9148936170212766,0.34273821115493774
57,0.5408805031446541,0.9148936170212766,0.34277820587158203
58,0.5394321766561514,0.9095744680851063,0.3445396423339844
59,0.5411392405063291,0.9095744680851063,0.3450247645378113
60,0.5396825396825397,0.9042553191489362,0.34519481658935547
61,0.5382165605095541,0.898936170212766,0.345303475856781
62,0.536741214057508,0.8936170212765957,0.3465791642665863
63,0.5352564102564102,0.8882978723404256,0.3472353518009186
64,0.5337620578778135,0.8829787234042553,0.34846019744873047
65,0.535483870967742,0.8829787234042553,0.3498658239841461
66,0.5372168284789643,0.8829787234042553,0.35462021827697754
67,0.538961038961039,0.8829787234042553,0.35523277521133423
68,0.5407166123778502,0.8829787234042553,0.3562903106212616
69,0.5424836601307189,0.8829787234042553,0.35646337270736694
70,0.5442622950819672,0.8829787234042553,0.35665830969810486
71,0.5427631578947368,0.8776595744680851,0.35824042558670044
72,0.5412541254125413,0.8723404255319149,0.3589674234390259
73,0.543046357615894,0.8723404255319149,0.36012133955955505
74,0.5448504983388704,0.8723404255319149,0.3602749705314636
75,0.5466666666666666,0.8723404255319149,0.36044731736183167
76,0.5451505016722408,0.8670212765957447,0.36168724298477173
77,0.5469798657718121,0.8670212765957447,0.3626668155193329
78,0.5488215488215489,0.8670212765957447,0.362979918718338
79,0.5472972972972973,0.8617021276595744,0.36404457688331604
80,0.5457627118644067,0.8563829787234043,0.36411574482917786
81,0.5476190476190477,0.8563829787234043,0.36414361000061035
82,0.5494880546075085,0.8563829787234043,0.36415958404541016
83,0.5513698630136986,0.8563829787234043,0.36433714628219604
84,0.5532646048109966,0.8563829787234043,0.36493533849716187
85,0.5517241379310345,0.851063829787234,0.3650631010532379
86,0.5536332179930796,0.851063829787234,0.36616581678390503
87,0.5520833333333334,0.8457446808510638,0.3689979314804077
88,0.554006968641115,0.8457446808510638,0.3691037893295288
89,0.5559440559440559,0.8457446808510638,0.3705500364303589
90,0.5578947368421052,0.8457446808510638,0.3711263835430145
91,0.5563380281690141,0.8404255319148937,0.37127286195755005
92,0.558303886925795,0.8404255319148937,0.3719123303890228
93,0.5602836879432624,0.8404255319148937,0.3724333345890045
94,0.5587188612099644,0.8351063829787234,0.3749192953109741
95,0.5571428571428572,0.8297872340425532,0.37556177377700806
96,0.5555555555555556,0.824468085106383,0.37562745809555054
97,0.5575539568345323,0.824468085106383,0.3758784830570221
98,0.5595667870036101,0.824468085106383,0.37715789675712585
99,0.5615942028985508,0.824468085106383,0.3773542642593384
100,0.5636363636363636,0.824468085106383,0.37827983498573303
101,0.5620437956204379,0.8191489361702128,0.3786853551864624
102,0.5641025641025641,0.8191489361702128,0.38134729862213135
103,0.5661764705882353,0.8191489361702128,0.3816128373146057
104,0.5645756457564576,0.8138297872340425,0.3825252056121826
105,0.5666666666666667,0.8138297872340425,0.3833492398262024
106,0.5650557620817844,0.8085106382978723,0.38481107354164124
107,0.5671641791044776,0.8085106382978723,0.3859473764896393
108,0.5655430711610487,0.8031914893617021,0.38612014055252075
109,0.5676691729323309,0.8031914893617021,0.3873901665210724
110,0.5660377358490566,0.7978723404255319,0.3888942301273346
111,0.5643939393939394,0.7925531914893617,0.3894631266593933
112,0.5627376425855514,0.7872340425531915,0.38965940475463867
113,0.5610687022900763,0.7819148936170213,0.3901109993457794
114,0.5593869731800766,0.776595744680851,0.3919071853160858
115,0.5576923076923077,0.7712765957446809,0.3934330642223358
116,0.555984555984556,0.7659574468085106,0.39658206701278687
117,0.5581395348837209,0.7659574468085106,0.39900752902030945
118,0.5603112840466926,0.7659574468085106,0.4003466069698334
